Wban Number, YearMonthDay, Max Temp, Min Temp, Avg Temp, Dep from Normal, Avg Dew Pt, Avg Wet Bulb, Heating Degree Days, Cooling Degree Days, Significant Weather, Snow/Ice Depth, Snow/Ice Water Equiv, Precipitation Snowfall, Precipitation Water Equiv, Pressue Avg Station, Pressure Avg Sea Level, Wind Speed, Wind Direction, Wind Avg Speed, Max 5 sec speed, Max 5 sec Dir, Max 2 min speed, Max 2 min Dir
03013,20040101,60,17,  39 ,  39, 16, 30, 26,  0,-,M  ,-,M   , 0.00,26.07,29.90,  3.5,22, 7.8, 21,33, 16,32
03013,20040102,65,25,  45*,  45, 20, 35, 20,  0,-,M  ,-,M   , 0.00,25.94,29.72,  6.7,26,10.7, 30,25, 24,26
03013,20040103,40,19,  30 ,  30, 13, 24, 35,  0,SN FG ,M  ,-,M   ,  T  ,26.06,29.88,  8.5,9, 9.8, 30,11, 26,11
03013,20040104,33,9,  21 ,  21, 13, 18, 44,  0,-,M  ,-,M   , 0.00,26.23,30.16,  2.3,5, 5.6, 16,5, 14,6
03013,20040105,21,-9,   6*,   6,  2,  6, 59,  0,SN FG HZ ,M  ,-,M   ,  T  ,26.49,30.51,  9.2,9,11.1, 24,5, 21,6
03013,20040106,24,-9,   8 ,   8,  0,  9, 57,  0,-,M  ,-,M   ,  T  ,26.51,30.58,  1.7,7, 3.6, 14,6, 12,6
03013,20040107,42,13,  28 ,  28,  7, 19, 37,  0,-,M  ,-,M   , 0.00,26.16,30.08,  0.2,23, 3.1, 10,12,  9,11
03013,20040108,60,14,  37 ,  37, 12, 25, 28,  0,-,M  ,-,M   , 0.00,26.33,30.23,  4.0,27, 8.3, 25,33, 22,33
03013,20040109,57,10,  34 ,  34, 12, 23, 31,  0,-,M  ,-,M   , 0.00,26.51,30.44,  2.3,25, 4.6, 14,1, 12,36
03013,20040110,61,12,  37 ,  37, 15, 25, 28,  0,-,M  ,-,M   , 0.00,26.40,30.30,  3.3,25, 4.8, 13,27, 10,22
03013,20040111,61,19,  40 ,  40, 16, 29, 25,  0,-,M  ,-,M   , 0.00,26.31,30.16,  1.9,24, 5.4, 14,9, 12,9
03013,20040112,51,11,  31 ,  31, 14, 23, 34,  0,-,M  ,-,M   , 0.00,26.42,30.33,  2.0,23, 4.0, 10,20, 10,20
03013,20040113,57,15,  36 ,  36, 15, 25, 29,  0,-,M  ,-,M   , 0.00,26.45,30.36,  4.4,25, 5.8, 15,27, 13,28
03013,20040114,57,16,  37 ,  37, 12, 26, 28,  0,-,M  ,-,M   , 0.00,26.36,30.25,  5.2,24, 6.6, 15,25, 14,28
03013,20040115,63,13,  38 ,  38, 21, 31, 27,  0,-,M  ,-,M   , 0.00,26.11,29.95,  6.0,20, 7.5, 26,20, 23,20
03013,20040116,60,26,  43 ,  43, 21, 34, 22,  0,-,M  ,-,M   , 0.00,25.98,29.77,  7.6,35,10.7, 25,2, 21,1
03013,20040117,49,27,  38 ,  38, 26, 34, 27,  0,-,M  ,-,M   , 0.00,26.20,30.02, 10.7,36,11.4, 30,2, 23,1
03013,20040118,32,19,  26 ,  26, 25, 27, 39,  0,FG FZFG ,M  ,-,M   , 0.00,26.30,30.17,  4.0,12, 5.6, 14,16, 12,15
03013,20040119,30,18,  24 ,  24, 23, 25, 41,  0,FG ,M  ,-,M   , 0.00,26.18,30.08,  3.1,22, 4.5, 16,15, 14,24
03013,20040120,45,20,  33 ,  33, 24, 30, 32,  0,FG ,M  ,-,M   ,  T  ,26.25,30.14,  0.3,14, 5.0, 16,8, 12,9
03013,20040121,48,14,  31 ,  31, 23, 29, 34,  0,-,M  ,-,M   , 0.00,26.36,30.22,  3.7,24, 4.9, 20,27, 16,26
03013,20040122,48,11,  30 ,  30, 15, 23, 35,  0,-,M  ,-,M   , 0.00,26.41,30.33,  4.7,23, 6.4, 13,23, 12,21
03013,20040123,64,14,  39 ,  39, 12, 27, 26,  0,-,M  ,-,M   , 0.00,26.16,30.01,  5.9,25, 8.1, 22,26, 20,26
03013,20040124,47,11,  29 ,  29, 19, 26, 36,  0,FG ,M  ,-,M   , 0.00,25.90,29.86,  2.0,12, 5.6, 23,9, 20,9
03013,20040125,48,21,  35 ,  35, 27, 32, 30,  0,SN FG+ FG FZFG ,M  ,-,M   ,  T  ,25.75,31.39,  4.5,3, 8.7, 36,6, 29,5
03013,20040126,31,6,  19 ,  19, 11, 16, 46,  0,SN FG ,M  ,-,M   , 0.01,26.18,30.09,  8.2,29,11.0, 24,28, 21,28
03013,20040127,39,-2,  19 ,  19,  7, 14, 46,  0,FG ,M  ,-,M   , 0.00,26.25,30.22,  6.6,24, 7.3, 18,25, 16,24
03013,20040128,33,5,  19 ,  19, 13, 17, 46,  0,-,M  ,-,M   ,  T  ,26.15,30.07,  3.5,10, 6.7, 17,9, 14,13
03016,20040101,42,20,  31 ,   0, 21, 27, 34,  0,SN FG ,-,-,-, 0.02,24.43,30.04,  0.4,25, 3.4, 23,27, 20,27
03016,20040102,39,25,  32*,   0, 30, 32, 33,  0,SN FG FZFG ,-,-,-, 0.10,24.31,29.86,  8.2,27,10.0, 29,24, 24,26
03016,20040103,28,21,  25 ,   0, 21, 24, 40,  0,SN FG+ FG FZFG ,-,-,-, 0.14,24.25,29.81,  2.7,29, 2.9, 20,29, 15,30
03016,20040104,23,-4,  10 ,   0,  5, 10, 55,  0,-,-,-,-, 0.22,24.53,30.27,  2.6,26, 4.8, 15,30, 13,30
03016,20040105,16,-13,   0 ,   0, -6, -1,  0,  0,FG HZ ,-,-,-, 0.03,24.73,30.64,  0.9,18, 2.1,  9,20,  9,21
03016,20040106,18,-9,   0*,   0,  0,  6,  0,  0,-,-,-,-, 0.00,24.74,30.61,  0.2,26, 1.7, 12,31, 10,30
03016,20040107,25,16,  21 ,   0, 17, 20, 44,  0,SN FG HZ ,-,-,-, 0.03,24.62,30.36,  0.0,3, 2.1,  9,28,  8,29
03016,20040108,31,14,  23 ,   0, 18, 20, 42,  0,FG ,-,-,-, 0.03,24.80,30.55,  1.0,19, 2.2,  9,20,  9,20
03016,20040109,35,7,  21 ,   0, 14, 17, 44,  0,FG ,-,-,-, 0.00,24.88,30.68,  0.7,19, 1.9,  9,19,  8,18
03016,20040110,35,8,  22 ,   0, 15, 18, 43,  0,-,-,-,-, 0.00,24.81,30.57,  0.7,21, 1.8,  8,19,  8,19
03016,20040111,38,7,  23 ,   0, 14, 18, 42,  0,-,-,-,-, 0.00,24.71,30.45,  1.3,20, 2.3, 10,19,  9,19
03016,20040112,37,7,  22 ,   0, 12, 17, 43,  0,-,-,-,-, 0.00,24.76,30.53,  2.0,20, 3.0, 10,20, 10,20
03016,20040113,37,6,  22 ,   0, 10, 16, 43,  0,-,-,-,-, 0.00,24.84,30.64,  2.2,19, 3.2, 12,20, 12,20
03016,20040114,39,7,  23 ,   0, 10, 17, 42,  0,-,-,-,-, 0.00,24.71,30.48,  1.8,20, 2.7, 13,20, 12,19
03016,20040115,36,12,  24 ,   0, 17, 22, 41,  0,-,-,-,-, 0.00,24.47,30.15,  0.8,18, 1.7,  8,20,  7,20
03016,20040116,39,18,  29 ,   0, 21, 26, 36,  0,-,-,-,-, 0.00,24.41,30.00,  0.2,14, 1.2, 10,19, 10,20
03016,20040117,40,10,  25 ,   0, 15, 20, 40,  0,-,-,-,-, 0.00,24.54,30.20,  0.6,14, 2.2,  9,19,  9,20
03016,20040118,38,8,  23 ,   0, 12, 17, 42,  0,-,-,-,-, 0.00,24.59,30.30,  1.7,19, 2.8, 12,20, 12,20
03016,20040119,33,10,  22 ,   0, 14, 19, 43,  0,-,-,-,-, 0.00,24.55,30.20,  0.8,19, 1.7,  8,20,  8,20
03016,20040120,39,22,  31 ,   0, 21, 26, 34,  0,-,-,-,-, 0.00,24.45,30.08,  2.3,31, 3.7, 22,32, 17,32
03016,20040121,37,15,  26 ,   0, 19, 24, 39,  0,-,-,-,-, 0.00,24.66,30.33,  0.9,13, 2.6,  9,20,  9,19
03016,20040122,37,9,  23 ,   0, 12, 18, 42,  0,-,-,-,-, 0.00,24.77,30.51,  1.0,19, 2.1, 12,20, 12,20
03016,20040123,38,8,  23 ,   0, 10, 17, 42,  0,-,-,-,-, 0.00,24.65,30.38,  1.9,18, 3.1, 10,20, 10,20
03016,20040124,40,10,  25 ,   0, 12, 19, 40,  0,-,-,-,-, 0.00,24.31,29.93,  1.5,20, 3.1, 13,19, 12,19
03016,20040125,30,12,  21 ,   0, 13, 20, 44,  0,SN FG+ FG ,-,-,-, 0.08,24.20,29.79,  4.5,30, 6.5, 25,32, 21,33
03016,20040126,26,0,  13 ,   0,  1,  9, 52,  0,-,-,-,-, 0.00,24.53,30.29,  1.5,19, 2.8, 14,24, 12,24
03016,20040127,33,5,  19 ,   0,  7, 15, 46,  0,-,-,-,-, 0.00,24.62,30.36,  0.8,20, 1.4, 10,20,  9,19
03016,20040128,39,21,  30 ,   0, 16, 23, 35,  0,-,-,-,-, 0.00,24.55,30.20,  1.0,19, 2.3, 10,21, 10,20
03016,20040129,40,22,  31 ,   0, 19, 26, 34,  0,-,-,-,-, 0.00,24.55,30.17,  0.9,19, 2.6,  9,20,  9,21
03016,20040130,41,19,  30 ,   0, 23, 28, 35,  0,-,-,-,-,  T  ,24.43,30.01,  0.9,18, 3.1,  9,29,  8,14
03016,20040131,33,23,  28 ,   0, 23, 26, 37,  0,SN FG FZFG HZ ,-,-,-, 0.10,24.22,29.75,  6.9,29, 8.1, 23,30, 20,30
03017,20040101,54,20,  37 ,   9, 10, 30, 28,  0,-,-,-,-, 0.00,24.38,29.75,  6.0,19, 9.5, 23,21, 18,21
03017,20040102,47,24,  36 ,   8, 19, 29, 29,  0,FG HZ ,-,-,-,  T  ,24.36,29.73,  3.3,6, 9.3, 22,5, 20,4
03017,20040103,27,17,  22 ,  -6, 21, 23, 43,  0,SN FG ,-,-,-, 0.01,24.37,29.84, 12.4,13,12.9, 25,13, 23,13
03017,20040104,26,6,  16 , -12, 10, 16, 49,  0,SN FG+ FG FZFG ,-,-,-,  T  ,24.53,30.09,  0.7,29, 5.8, 22,31, 18,31
03017,20040105,16,-11,   0 , -25, -6, -1,  0,  0,SN FG BCFG HZ ,M  ,-,M   ,  T  ,24.73,30.43,  1.7,18, 8.6, 24,36, 17,21
03017,20040106,26,-9,   0*, -18, -1,  6,  0,  0,FG BCFG HZ ,-,-,-, 0.00,24.72,30.45,  4.5,18, 9.4, 23,12, 21,14
03017,20040107,50,8,  29 ,   2, 18, 26, 36,  0,-,-,-,-, 0.00,24.51,29.99,  4.0,22, 6.8, 15,20, 14,24
03017,20040108,50,28,  39 ,  12, 17, 32, 26,  0,-,-,-,-, 0.00,24.70,30.13, 11.4,27,12.2, 28,27, 23,27
03017,20040109,50,27,  39 ,  11, 22, 32, 26,  0,-,-,-,-, 0.00,24.87,30.33,  5.2,16,10.6, 18,11, 15,22
03017,20040110,63,27,  45*,  17, 20, 35, 20,  0,-,-,-,-, 0.00,24.75,30.17,  7.2,22, 9.2, 20,21, 18,21
03017,20040111,60,27,  44 ,  16, 15, 31, 21,  0,-,-,-,-, 0.00,24.66,30.07,  5.2,21,10.9, 24,9, 21,10
03017,20040112,53,23,  38 ,  10, 17, 28, 27,  0,-,-,-,-, 0.00,24.78,30.26,  5.0,19, 9.0, 17,11, 15,10
03017,20040113,59,25,  42 ,  14, 12, 29, 23,  0,-,-,-,-, 0.00,24.80,30.27,  4.9,23, 7.2, 16,22, 14,22
03017,20040114,59,22,  41 ,  13, 11, 29, 24,  0,-,-,-,-, 0.00,24.74,30.15,  7.1,17,10.7, 18,9, 16,9
03017,20040115,54,28,  41 ,  13, 17, 30, 24,  0,HZ ,-,-,-, 0.00,24.48,29.88,  4.4,23, 6.7, 14,23, 12,23
03017,20040116,46,30,  38 ,  10, 20, 31, 27,  0,HZ ,-,-,-, 0.00,24.47,29.85,  5.4,36,10.4, 32,36, 26,36
03017,20040117,45,17,  31 ,   3, 22, 29, 34,  0,-,-,-,-, 0.00,24.62,30.08,  4.0,32, 6.7, 20,31, 14,34
03017,20040118,43,14,  29 ,   1, 19, 24, 36,  0,FG+ FG FZFG BR ,-,-,-, 0.00,24.57,30.07,  1.4,19, 5.8, 13,22, 13,22
03017,20040119,44,13,  29 ,   1, 19, 25, 36,  0,FG+ FG FZFG ,-,-,-, 0.00,24.51,30.00,  2.4,11, 6.0, 15,6, 14,6
03017,20040120,32,24,  28 ,   0, 25, 28, 37,  0,SN FG HZ ,-,-,-,  T  ,24.63,30.12,  1.2,22, 5.9, 12,16,  9,2
03017,20040121,44,16,  30 ,   2, 16, 23, 35,  0,FG ,-,-,-, 0.00,24.68,30.21,  6.1,17, 8.8, 15,13, 13,14
03017,20040122,47,12,  30 ,   2, 12, 24, 35,  0,-,-,-,-, 0.00,24.73,30.23,  9.8,19,11.3, 22,21, 20,21
03017,20040123,59,27,  43 ,  15,  9, 30, 22,  0,-,-,-,-, 0.00,24.53,29.91,  7.9,23,12.5, 25,21, 20,22
03017,20040124,51,20,  36 ,   7, 13, 27, 29,  0,-,-,-,-, 0.00,24.26,30.86,  4.9,24, 8.7, 17,16, 16,16
03017,20040125,45,13,  29 ,   0, 16, 23, 36,  0,SN FG+ FG FZFG BLSN BLDU ,-,-,-, 0.08,24.17,31.40,  5.2,3,10.2, 35,1, 29,2
03017,20040126,29,4,  17 , -12,  1, 11, 48,  0,-,-,-,-, 0.00,24.49,30.06,  5.3,22, 8.9, 17,20, 16,20
03017,20040127,41,12,  27 ,  -2,  8, 21, 38,  0,-,-,-,-, 0.00,24.50,30.04,  9.7,23,12.1, 29,28, 24,29
03017,20040128,47,25,  36 ,   7, 18, 29, 29,  0,-,-,-,-, 0.00,24.45,29.86,  7.0,23, 8.8, 17,27, 14,27
03017,20040129,43,25,  34 ,   5, 21, 30, 31,  0,-,-,-,-, 0.00,24.48,29.88,  6.2,18,10.4, 21,13, 18,15
03017,20040130,54,31,  43 ,  14, 21, 33, 22,  0,-,-,-,-, 0.00,24.36,30.08,  7.0,21, 9.1, 29,30, 23,29
03017,20040131,45,19,  32 ,   2, 22, 26, 33,  0,SN FG ,-,-,-, 0.05,24.30,29.93,  4.8,5, 9.1, 30,5, 26,5
03024,20040101,67,49,  58 ,   0, 25, 42,  7,  0,-,-,-,-,  T  ,26.79,29.94, 15.1,22,15.9, 36,24, 29,24
03024,20040102,71,52,  62*,   0, 27, 45,  3,  0,-,-,-,-, 0.00,26.65,29.76, 17.1,23,17.6, 39,23, 31,24
03024,20040103,58,26,  42 ,   0, 21, 34, 23,  0,-,-,-,-, 0.00,26.63,29.78,  2.6,2, 9.5, 25,23, 20,23
03024,20040104,37,19,  28 ,   0, 15, 23, 37,  0,-,-,-,-, 0.00,26.86,30.12,  9.5,36,10.3, 25,33, 21,35
03024,20040105,31,7,  19 ,   0,  7, 15, 46,  0,SN FG ,-,-,-,  T  ,27.16,30.48,  6.6,5, 7.2, 24,5, 21,4
03024,20040106,30,1,  16*,   0, -1, 11, 49,  0,HZ ,-,-,-, 0.00,27.27,30.65,  4.1,15, 7.9, 25,17, 18,17
03024,20040107,53,18,  36 ,   0, 14, 29, 29,  0,-,-,-,-, 0.00,26.91,30.16, 14.0,20,14.5, 36,20, 28,20
03024,20040108,61,33,  47 ,   0, 17, 35, 18,  0,-,-,-,-, 0.00,26.95,30.14,  4.8,35, 8.0, 23,1, 20,2
03024,20040109,61,24,  43 ,   0, 18, 33, 22,  0,-,-,-,-, 0.00,27.16,30.39,  5.2,26, 6.2, 22,23, 17,24
03024,20040110,65,28,  47 ,   0, 19, 35, 18,  0,-,-,-,-, 0.00,27.11,30.34,  7.5,22, 8.7, 23,21, 18,22
03024,20040111,69,42,  56 ,   0, 20, 39,  9,  0,HZ ,-,-,-, 0.00,26.95,30.11, 11.4,21,12.4, 29,23, 20,22
03024,20040112,51,36,  44 ,   0, 24, 36, 21,  0,-,-,-,-,  T  ,27.02,30.22,  1.5,36, 4.6, 13,19, 12,19
03024,20040113,58,31,  45 ,   0, 26, 37, 20,  0,HZ ,-,-,-, 0.00,27.12,30.33,  2.5,21, 3.8,  9,18,  9,17
03024,20040114,61,32,  47 ,   0, 23, 36, 18,  0,HZ ,-,-,-, 0.00,27.02,30.21,  1.1,30, 5.3, 15,2, 13,2
03024,20040115,59,34,  47 ,   0, 32, 40, 18,  0,-,-,-,-, 0.00,26.86,30.04,  6.5,17, 7.1, 17,16, 15,17
03024,20040116,57,44,  51 ,   0, 47, 49, 14,  0,RA FG+ FG ,-,-,-, 0.20,26.60,29.75,  2.5,22, 7.3, 23,36, 17,17
03024,20040117,47,36,  42 ,   0, 34, 37, 23,  0,RA SN FG ,-,-,-, 0.47,26.69,29.88, 18.4,1,18.5, 37,1, 29,1
03024,20040118,41,28,  35 ,   0, 27, 31, 30,  0,HZ ,-,-,-, 0.00,26.92,30.16,  8.4,2, 9.4, 28,1, 23,2
03024,20040119,41,25,  33 ,   0, 27, 30, 32,  0,-,-,-,-, 0.00,26.86,30.10,  7.2,13, 8.6, 24,13, 20,13
03024,20040120,35,26,  31 ,   0, 22, 27, 34,  0,-,-,-,-, 0.00,26.88,30.14,  5.9,5, 6.4, 16,10, 14,10
03024,20040121,47,27,  37 ,   0, 27, 33, 28,  0,FG HZ ,-,-,-, 0.00,27.03,30.28,  1.3,20, 4.8, 13,20, 12,19
03024,20040122,47,28,  38 ,   0, 25, 32, 27,  0,HZ ,-,-,-, 0.00,27.09,30.32,  0.6,6, 6.7, 17,17, 15,2
03024,20040123,66,29,  48 ,   0, 30, 39, 17,  0,HZ ,-,-,-, 0.00,26.84,30.05, 12.7,22,13.4, 29,22, 23,21
03024,20040124,58,38,  48 ,   0, 34, 41, 17,  0,HZ ,-,-,-, 0.00,26.51,30.26,  4.5,18, 6.9, 21,22, 16,14
03024,20040125,54,26,  40 ,   0, 29, 34, 25,  0,FG+ FG FZFG HZ ,-,-,-, 0.00,26.36,31.35,  3.3,29, 7.8, 20,24, 16,25
03024,20040126,36,19,  28 ,   0, 17, 23, 37,  0,SN FG UP HZ ,M  ,-,M   , 0.00,26.80,30.04, 11.0,34,13.1, 25,29, 20,30
03024,20040127,45,16,  31 ,   0, 13, 24, 34,  0,HZ ,-,-,-, 0.00,26.97,30.23,  4.3,19, 6.7, 18,15, 15,16
03024,20040128,56,25,  41 ,   0, 16, 31, 24,  0,-,-,-,-, 0.00,26.81,30.02,  4.6,19,10.6, 28,24, 23,23
03024,20040129,52,15,  34 ,   0, 18, 26, 31,  0,-,-,-,-, 0.00,26.78,30.01,  4.9,4, 7.2, 30,3, 25,2
03024,20040130,63,19,  41 ,   0, 20, 30, 24,  0,-,-,-,-, 0.00,26.71,29.93,  6.3,18, 9.5, 29,15, 23,15
03024,20040131,59,26,  43 ,   0, 24, 33, 22,  0,FG ,-,-,-, 0.00,26.49,29.65,  1.9,6,12.4, 28,16, 21,16
03026,20040101,58,26,  42 ,   0, 10, 30, 23,  0,-,-,-,-, 0.00,25.53,29.85,  8.9,19,12.3, 22,21, 18,21
03026,20040102,50,30,  40 ,   0, 15, 30, 25,  0,-,-,-,-, 0.00,25.48,29.75,  6.0,30,11.2, 25,21, 22,21
03026,20040103,33,15,  24 ,   0, 16, 22, 41,  0,SN FG ,-,-,-,  T  ,25.56,29.91,  9.7,3,10.9, 21,4, 17,35
03026,20040104,23,2,  13 ,   0,  8, 11, 52,  0,SN FG ,-,-,-,  T  ,25.71,30.18,  5.5,34, 8.5, 23,31, 18,32
03026,20040105,5,-12,  -3*,   0, -7, -3, 68,  0,SN FG HZ ,-,-,-,  T  ,25.96,30.57,  2.3,1, 8.5, 18,35, 16,35
03026,20040106,27,-10,   0 ,   0,  0,  8,  0,  0,-,-,-,-, 0.00,25.97,30.56,  8.5,20, 9.4, 20,18, 17,19
03026,20040107,42,14,  28 ,   0, 13, 21, 37,  0,-,-,-,-, 0.00,25.63,30.06,  3.4,21, 8.1, 16,16, 15,16
03026,20040108,48,17,  33 ,   0, 17, 25, 32,  0,-,-,-,-, 0.00,25.81,30.22,  9.3,29,11.6, 36,31, 30,32
03026,20040109,52,18,  35 ,   0, 18, 27, 30,  0,HZ ,M  ,-,M   , 0.00,25.98,30.40,  6.3,27,10.0, 23,32, 18,34
03026,20040110,64,23,  44*,   0, 19, 32, 21,  0,-,-,-,-, 0.00,25.87,30.22, 10.2,24,10.6, 21,22, 18,22
03026,20040111,56,17,  37 ,   0, 16, 29, 28,  0,-,-,-,-, 0.00,25.79,30.14,  4.3,33, 6.8, 18,30, 16,30
03026,20040112,53,16,  35 ,   0, 18, 26, 30,  0,-,-,-,-, 0.00,25.91,30.30,  8.1,24, 9.8, 22,22, 18,22
03026,20040113,58,18,  38 ,   0, 15, 28, 27,  0,-,-,-,-, 0.00,25.95,30.32,  8.4,24,10.4, 20,22, 17,22
03026,20040114,56,25,  41 ,   0, 14, 29, 24,  0,-,-,-,-, 0.00,25.85,30.20,  4.7,29, 7.9, 18,1, 14,2
03026,20040115,57,25,  41 ,   0, 17, 31, 24,  0,-,-,-,-, 0.00,25.61,29.92, 10.3,21,11.3, 23,20, 20,20
03026,20040116,53,27,  40 ,   0, 21, 33, 25,  0,-,-,-,-, 0.00,25.50,29.79, 13.1,34,13.9, 29,34, 24,35
03026,20040117,46,19,  33 ,   0, 26, 31, 32,  0,FG ,-,-,-, 0.00,25.71,30.04, 13.1,36,13.7, 28,36, 24,36
03026,20040118,29,26,  28 ,   0, 25, 26, 37,  0,FG+ FG FZFG ,-,-,-, 0.00,25.75,30.16,  2.8,16, 6.0, 17,20, 15,20
03026,20040119,34,25,  30 ,   0, 23, 26, 35,  0,FG ,-,-,-, 0.00,25.67,30.05, 10.0,21,11.9, 23,20, 21,19
03026,20040120,42,24,  33 ,   0, 24, 30, 32,  0,-,-,-,-, 0.00,25.74,30.12,  7.1,35, 7.8, 17,36, 16,3
03026,20040121,47,17,  32 ,   0, 18, 26, 33,  0,-,-,-,-, 0.00,25.82,30.21,  8.2,26, 9.2, 22,26, 20,25
03026,20040122,46,13,  30 ,   0, 15, 24, 35,  0,-,-,-,-, 0.00,25.86,30.28,  9.2,26,10.6, 22,25, 20,24
03026,20040123,65,21,  43 ,   0,  9, 30, 22,  0,-,-,-,-, 0.00,25.64,29.94,  6.0,26, 8.5, 22,25, 20,25
03026,20040124,44,18,  31 ,   0, 22, 28, 34,  0,FG UP ,-,-,-,  T  ,25.42,29.73, 11.5,12,12.0, 30,13, 26,13
03026,20040125,49,13,  31 ,   0, 22, 27, 34,  0,SN FG+ FG FZFG ,-,-,-,  T  ,25.26,31.17, 10.7,1,13.6, 35,2, 30,2
03026,20040126,29,4,  17 ,   0,  6, 12, 48,  0,-,-,-,-,  T  ,25.61,30.07, 12.1,33,13.8, 35,33, 29,33
03026,20040127,45,4,  25 ,   0,  5, 18, 40,  0,-,-,-,-, 0.00,25.69,30.14, 11.0,25,11.5, 26,25, 23,25
03026,20040128,35,10,  23 ,   0,  9, 16, 42,  0,SN FG ,-,-,-,  T  ,25.63,30.05,  5.3,17, 9.4, 20,16, 17,16
03026,20040129,44,18,  31 ,   0, 17, 25, 34,  0,-,-,-,-, 0.00,25.60,29.99,  0.5,10,12.3, 32,2, 29,2
03026,20040130,58,19,  39 ,   0, 19, 29, 26,  0,-,-,-,-, 0.00,25.51,29.82,  7.9,18,12.4, 26,13, 22,13
03026,20040131,36,11,  24 ,   0, 18, 21, 41,  0,SN FG+ FG FZFG ,-,-,-, 0.01,25.40,29.74,  7.3,3,10.3, 24,2, 21,2
03027,20040101,46,27,  37 ,   0, 23, 30, 28,  0,-,-,-,-, 0.00,23.11,30.07, 20.3,27,20.7, 44,26, 38,27
03027,20040102,51,29,  40*,   0, 24, 32, 25,  0,-,-,-,-, 0.00,23.02,29.94, 21.8,27,22.0, 40,28, 36,27
03027,20040103,51,26,  39 ,   0, 21, 32, 26,  0,SN FG ,-,-,-,  T  ,22.86,29.72, 26.9,25,28.2, 48,24, 43,24
03027,20040104,31,12,  22 ,   0,  8, 18, 43,  0,-,-,-,-,  T  ,22.99,30.02, 19.7,29,20.9, 49,29, 45,29
03027,20040105,31,10,  21 ,   0,  1, 14, 44,  0,-,-,-,-, 0.00,23.15,30.29, 16.7,29,17.1, 44,29, 36,29
03027,20040106,43,8,  26 ,   0, -1, 18, 39,  0,-,-,-,-, 0.00,23.20,30.35,  5.5,27, 9.5, 23,27, 18,26
03027,20040107,54,21,  38 ,   0, 15, 27, 27,  0,-,-,-,-, 0.00,23.14,30.14, 15.9,27,16.5, 44,29, 36,29
03027,20040108,50,24,  37 ,   0, 20, 29, 28,  0,-,-,-,-, 0.00,23.22,30.23, 20.8,30,21.1, 38,30, 33,29
03027,20040109,52,22,  37 ,   0, 15, 28, 28,  0,-,-,-,-, 0.00,23.34,30.39,  6.7,31,12.3, 24,30, 22,30
03027,20040110,52,26,  39 ,   0, 13, 28, 26,  0,-,-,-,-, 0.00,23.34,30.33,  2.9,25, 8.2, 17,24, 14,23
03027,20040111,53,25,  39 ,   0, 12, 28, 26,  0,-,-,-,-, 0.00,23.20,30.19, 11.1,29,12.0, 22,28, 17,29
03027,20040112,51,27,  39 ,   0, 17, 31, 26,  0,-,-,-,-, 0.00,23.24,30.21, 13.4,30,13.7, 29,30, 24,31
03027,20040113,53,24,  39 ,   0, 13, 28, 26,  0,-,-,-,-, 0.00,23.30,30.33, 10.9,30,11.9, 22,31, 18,32
03027,20040114,47,23,  35 ,   0, 11, 28, 30,  0,-,-,-,-, 0.00,23.22,30.20,  6.8,6,12.3, 28,8, 24,7
03027,20040115,38,32,  35 ,   0, 32, 34, 30,  0,RA SN FG+ FG ,-,-,-, 0.09,23.06,30.00,  5.3,14, 7.2, 17,15, 14,13
03027,20040116,45,33,  39 ,   0, 30, 34, 26,  0,FG+ FG ,-,-,-, 0.02,22.88,29.77, 10.9,30,15.4, 30,7, 24,6
03027,20040117,38,24,  31 ,   0, 24, 29, 34,  0,SN FG HZ ,-,-,-,  T  ,23.00,29.95,  9.6,4,11.8, 41,5, 33,6
03027,20040118,44,20,  32 ,   0, 23, 28, 33,  0,FG+ FG FZFG ,-,-,-, 0.03,23.10,30.10, 12.6,29,12.9, 30,30, 26,30
03027,20040119,44,23,  34 ,   0, 19, 27, 31,  0,-,-,-,-, 0.00,23.01,29.98, 19.6,29,19.9, 39,29, 32,29
03027,20040120,32,25,  29 ,   0, 26, 27, 36,  0,SN FG+ FG FZFG ,-,-,-, 0.09,23.02,30.01,  4.5,7, 8.0, 15,8, 14,8
03027,20040121,30,17,  24 ,   0, 23, 23, 41,  0,SN FG+ FG FZFG ,-,-,-, 0.32,23.18,30.27,  2.0,29, 7.7, 17,8, 15,10
03027,20040122,35,15,  25 ,   0, 18, 22, 40,  0,FG+ FG FZFG ,-,-,-, 0.01,23.22,30.36,  4.1,28, 7.9, 14,30, 14,26
03027,20040123,40,14,  27 ,   0, 16, 24, 38,  0,-,-,-,-, 0.00,23.12,30.20, 16.6,29,16.9, 30,32, 25,31
03027,20040124,41,20,  31 ,   0, 17, 25, 34,  0,-,-,-,-, 0.00,22.83,29.78, 20.9,29,21.0, 38,29, 33,29
03027,20040125,31,13,  22 ,   0, 24, 26, 43,  0,SN FG+ FG FZFG UP BLSN ,-,-,-,  T  ,22.71,29.62, 27.4,28,27.7, 46,28, 40,28
03027,20040126,22,4,  13*,   0,  4,-, 52,  0,SN FG UP BLSN ,-,-,-,  T  ,-,-, 22.2,29,22.4, 45,29, 40,29
03027,20040127,30,9,  20 ,   0,  7, 16, 45,  0,HZ ,-,-,-, 0.00,23.10,30.23, 21.0,29,21.3, 36,31, 30,32
